Timestamp,Root_P_x,Root_P_y,Root_P_z,Root_Q_x,Root_Q_y,Root_Q_z,Root_Q_w,Hips_P_x,Hips_P_y,Hips_P_z,Hips_Q_x,Hips_Q_y,Hips_Q_z,Hips_Q_w,LeftThigh_P_x,LeftThigh_P_y,LeftThigh_P_z,LeftThigh_Q_x,LeftThigh_Q_y,LeftThigh_Q_z,LeftThigh_Q_w,LeftShin_P_x,LeftShin_P_y,LeftShin_P_z,LeftShin_Q_x,LeftShin_Q_y,LeftShin_Q_z,LeftShin_Q_w,LeftFoot_P_x,LeftFoot_P_y,LeftFoot_P_z,LeftFoot_Q_x,LeftFoot_Q_y,LeftFoot_Q_z,LeftFoot_Q_w,LeftToe_P_x,LeftToe_P_y,LeftToe_P_z,LeftToe_Q_x,LeftToe_Q_y,LeftToe_Q_z,LeftToe_Q_w,LeftToeTip_P_x,LeftToeTip_P_y,LeftToeTip_P_z,LeftToeTip_Q_x,LeftToeTip_Q_y,LeftToeTip_Q_z,LeftToeTip_Q_w,RightThigh_P_x,RightThigh_P_y,RightThigh_P_z,RightThigh_Q_x,RightThigh_Q_y,RightThigh_Q_z,RightThigh_Q_w,RightShin_P_x,RightShin_P_y,RightShin_P_z,RightShin_Q_x,RightShin_Q_y,RightShin_Q_z,RightShin_Q_w,RightFoot_P_x,RightFoot_P_y,RightFoot_P_z,RightFoot_Q_x,RightFoot_Q_y,RightFoot_Q_z,RightFoot_Q_w,RightToe_P_x,RightToe_P_y,RightToe_P_z,RightToe_Q_x,RightToe_Q_y,RightToe_Q_z,RightToe_Q_w,RightToeTip_P_x,RightToeTip_P_y,RightToeTip_P_z,RightToeTip_Q_x,RightToeTip_Q_y,RightToeTip_Q_z,RightToeTip_Q_w,Spine1_P_x,Spine1_P_y,Spine1_P_z,Spine1_Q_x,Spine1_Q_y,Spine1_Q_z,Spine1_Q_w,Spine2_P_x,Spine2_P_y,Spine2_P_z,Spine2_Q_x,Spine2_Q_y,Spine2_Q_z,Spine2_Q_w,Spine3_P_x,Spine3_P_y,Spine3_P_z,Spine3_Q_x,Spine3_Q_y,Spine3_Q_z,Spine3_Q_w,Spine4_P_x,Spine4_P_y,Spine4_P_z,Spine4_Q_x,Spine4_Q_y,Spine4_Q_z,Spine4_Q_w,LeftShoulder_P_x,LeftShoulder_P_y,LeftShoulder_P_z,LeftShoulder_Q_x,LeftShoulder_Q_y,LeftShoulder_Q_z,LeftShoulder_Q_w,LeftArm_P_x,LeftArm_P_y,LeftArm_P_z,LeftArm_Q_x,LeftArm_Q_y,LeftArm_Q_z,LeftArm_Q_w,LeftForeArm_P_x,LeftForeArm_P_y,LeftForeArm_P_z,LeftForeArm_Q_x,LeftForeArm_Q_y,LeftForeArm_Q_z,LeftForeArm_Q_w,LeftHand_P_x,LeftHand_P_y,LeftHand_P_z,LeftHand_Q_x,LeftHand_Q_y,LeftHand_Q_z,LeftHand_Q_w,Neck_P_x,Neck_P_y,Neck_P_z,Neck_Q_x,Neck_Q_y,Neck_Q_z,Neck_Q_w,Head_P_x,Head_P_y,Head_P_z,Head_Q_x,Head_Q_y,Head_Q_z,Head_Q_w,RightShoulder_P_x,RightShoulder_P_y,RightShoulder_P_z,RightShoulder_Q_x,RightShoulder_Q_y,RightShoulder_Q_z,RightShoulder_Q_w,RightArm_P_x,RightArm_P_y,RightArm_P_z,RightArm_Q_x,RightArm_Q_y,RightArm_Q_z,RightArm_Q_w,RightForeArm_P_x,RightForeArm_P_y,RightForeArm_P_z,RightForeArm_Q_x,RightForeArm_Q_y,RightForeArm_Q_z,RightForeArm_Q_w,RightHand_P_x,RightHand_P_y,RightHand_P_z,RightHand_Q_x,RightHand_Q_y,RightHand_Q_z,RightHand_Q_w
4410.034,0,0,0,6.657903E-08,0,0,1,0.2647506,0.7199932,4.283941,-0.07696773,-0.6707783,0.05746701,0.7354114,0.2570053,0.7044393,4.202953,0.02439511,0.01251259,0.4413577,-0.8969124,-0.09301612,0.4353104,4.217406,0.0252802,-0.01068065,-0.4228913,-0.9057649,0.2464329,0.1514289,4.233045,0.3456008,0.6241189,-0.3157733,0.6255584,0.1711276,0.02321694,4.226761,0.4770707,0.5372854,-0.4419148,0.5370656,0.09804825,-0.001186397,4.223487,0.4770707,0.5372854,-0.4419148,0.5370656,0.2724959,0.7355471,4.364928,-0.2172683,-0.9398289,0.2499433,0.08393101,0.1106188,0.3906871,4.588583,0.3780818,-0.8826051,0.1458467,0.2383091,0.4371085,0.09360788,4.623328,0.3568068,0.606625,-0.5649817,0.4306864,0.3210397,0.01595888,4.674781,0.3699649,0.5888503,-0.5834817,0.4194405,0.2514886,-0.000296325,4.703854,0.3699649,0.5888503,-0.5834817,0.4194405,0.3065669,0.8036904,4.263867,-0.6486847,-0.0009260055,0.7489775,-0.1350554,0.2907649,0.878506,4.25037,-0.6178627,-0.07982426,0.7529758,-0.2118991,0.2583273,0.9481918,4.239371,-0.5793744,-0.1569117,0.7472199,-0.2852484,0.1785954,1.051514,4.22678,-0.5793744,-0.1569117,0.7472199,-0.2852484,0.0740993,1.123088,4.151257,-0.5379205,0.4289997,0.3340787,-0.6441991,0.0783812,1.095826,4.016411,-0.05609192,0.1127054,0.123692,0.9843025,0.146745,0.8387738,4.038442,-0.5062783,0.02790867,-0.2665147,0.8196792,0.02664424,0.7372903,4.286738,-0.5296045,-0.07756937,-0.4080113,0.7396144,0.05257325,1.214822,4.206878,-0.5409928,-0.08151428,0.7835904,-0.2943951,-0.006165683,1.301757,4.186486,-0.4979778,-0.00541875,0.81325,-0.3010205,0.09798878,1.158287,4.288813,-0.3913949,-0.2739783,0.7564514,0.4466851,0.1614857,1.220338,4.393993,0.3109619,-0.8295779,0.4156977,0.2056666,0.3448246,1.097298,4.543936,-0.1001,-0.9862943,0.1083058,0.0739852,0.2915037,0.8161877,4.611077,-0.1267339,-0.988476,0.08278739,0.0004681433
4420.166,0,0,0,6.657903E-08,0,0,1,0.2633184,0.7173244,4.28939,-0.07424664,-0.6747943,0.05736626,0.7320173,0.2564663,0.702068,4.208265,0.02021915,0.02190858,0.4435634,-0.8957472,-0.09496796,0.434499,4.215681,0.02998546,-0.001644732,-0.4237945,-0.9052606,0.2448338,0.1515245,4.238464,0.3556616,0.6159019,-0.3011574,0.6351963,0.1706633,0.0230237,4.226845,0.4925478,0.5293361,-0.4261823,0.5436628,0.09777562,-0.001167144,4.219844,0.4925478,0.5293361,-0.4261823,0.5436628,0.2701704,0.7325809,4.370514,-0.2187689,-0.9400983,0.2472078,0.08510999,0.1070499,0.3870974,4.592296,0.3845754,-0.8809471,0.141782,0.2364995,0.4369635,0.09336469,4.622904,0.3546078,0.6072002,-0.5667778,0.4293301,0.3212012,0.01584342,4.675232,0.3678523,0.5891893,-0.5854802,0.4180357,0.251813,-0.0002930469,4.704758,0.3678523,0.5891893,-0.5854802,0.4180357,0.3049567,0.8012902,4.270082,-0.6543048,-0.004828088,0.7441369,-0.1346186,0.2889094,0.8761205,4.256961,-0.6250154,-0.08487416,0.7467116,-0.2111259,0.2561888,0.945728,4.24631,-0.5879352,-0.1630281,0.7396058,-0.2841438,0.1759454,1.048702,4.234122,-0.5879352,-0.1630281,0.7396058,-0.2841438,0.07228741,1.120879,4.15802,-0.5513861,0.430272,0.3296424,-0.6341732,0.08004914,1.096844,4.022716,-0.03965508,0.09220048,0.1450831,0.984316,0.1582304,0.842021,4.036412,-0.4877426,0.007174717,-0.2546483,0.8349914,0.03530659,0.7260724,4.27687,-0.5055867,-0.09304669,-0.4030041,0.7571744,0.04911482,1.211459,4.214857,-0.5533392,-0.08577827,0.7746702,-0.2938443,-0.00969106,1.298311,4.194304,-0.5140463,-0.007800282,0.8031591,-0.3010507,0.09348038,1.153795,4.296579,-0.3913327,-0.2930967,0.7511841,0.4434815,0.1536122,1.213646,4.404963,0.3101748,-0.8369852,0.4117027,0.1837075,0.3325645,1.088581,4.558486,-0.1002344,-0.9879669,0.09852196,0.06456292,0.2780959,0.8062974,4.619503,-0.1332805,-0.9887444,0.06748893,-0.008162668
4430.176,0,0,0,6.657903E-08,0,0,1,0.2618187,0.7149602,4.293617,-0.07097881,-0.6782114,0.05653078,0.7292432,0.2557168,0.7001563,4.212349,0.01692821,0.03223681,0.4451554,-0.8947129,-0.09666139,0.4337293,4.213052,0.03602722,0.007281004,-0.4241943,-0.9048251,0.2430349,0.1514061,4.244018,0.3660423,0.6057975,-0.287306,0.6453511,0.1699351,0.02287117,4.227169,0.5072877,0.5203179,-0.4098609,0.5513101,0.09745686,-0.001142288,4.216347,0.5072877,0.5203179,-0.4098609,0.5513101,0.2679206,0.7297642,4.374885,-0.2200387,-0.9403071,0.2450194,0.08585565,0.1037017,0.3838213,4.595135,0.390506,-0.8794042,0.1386288,0.2343833,0.436786,0.09337316,4.622586,0.352454,0.608441,-0.5672725,0.4286934,0.3214497,0.0156115,4.675495,0.3667321,0.5889342,-0.5874988,0.4165446,0.2521536,-0.0002905435,4.705362,0.3667321,0.5889342,-0.5874988,0.4165446,0.30328,0.7992039,4.275158,-0.6591352,-0.008844247,0.7399936,-0.1336871,0.2870116,0.8740646,4.26249,-0.6312026,-0.08959731,0.7412223,-0.2101082,0.2540436,0.9436107,4.252208,-0.5953754,-0.1683873,0.7328421,-0.2830491,0.1733598,1.046281,4.240376,-0.5953754,-0.1683873,0.7328421,-0.2830491,0.07044734,1.119023,4.163802,-0.5639805,0.4325573,0.3251154,-0.6237953,0.08177482,1.09804,4.028242,-0.023768,0.07388621,0.1674967,0.9828129,0.1705841,0.8464182,4.034105,-0.4681388,-0.01454581,-0.2423594,0.8496452,0.04554465,0.7158651,4.265828,-0.4804932,-0.1096587,-0.3970401,0.7742487,0.04583307,1.20856,4.221675,-0.5647204,-0.08962259,0.7664127,-0.2926956,-0.01293874,1.295412,4.201025,-0.5293422,-0.01010828,0.7935735,-0.2998939,0.08928382,1.149887,4.303171,-0.3919573,-0.3108801,0.7452835,0.4407676,0.1461693,1.207442,4.414511,0.3087828,-0.8443832,0.4072005,0.1608055,0.3202996,1.079949,4.571542,-0.1011597,-0.9895253,0.08808715,0.05336372,0.2642252,0.79663,4.625949,-0.137019,-0.988986,0.05244518,-0.01956367
4440.063,0,0,0,6.657903E-08,0,0,1,0.260163,0.712784,4.296795,-0.06753568,-0.6811848,0.05429485,0.7269651,0.2546897,0.6986242,4.215367,0.01492243,0.04159069,0.4463857,-0.8937491,-0.0983471,0.4331098,4.210748,0.04213347,0.0145939,-0.4242425,-0.9044502,0.2409466,0.1512425,4.249341,0.37606,0.5944107,-0.2746035,0.6556279,0.1688962,0.02285007,4.227596,0.5202475,0.5109026,-0.3934893,0.5598995,0.09705774,-0.001122797,4.213058,0.5202475,0.5109026,-0.3934893,0.5598995,0.2656364,0.7269439,4.378222,-0.2207829,-0.9406202,0.2433858,0.08515824,0.1004642,0.3805858,4.597103,0.3960151,-0.8778497,0.1368146,0.2320214,0.4366278,0.09353051,4.622639,0.3490192,0.6055248,-0.5705807,0.4312344,0.3214939,0.01616338,4.676558,0.3612698,0.588875,-0.5877481,0.4210255,0.2524211,-0.0002848217,4.706645,0.3612698,0.588875,-0.5877481,0.4210255,0.3015802,0.7972592,4.279321,-0.66349,-0.01279542,0.7363647,-0.1318495,0.2851842,0.8721824,4.267199,-0.6368541,-0.09401611,0.7362233,-0.2086945,0.2520253,0.9416944,4.257308,-0.6021971,-0.1732004,0.7265025,-0.2820545,0.1709403,1.044081,4.245764,-0.6021971,-0.1732004,0.7265025,-0.2820545,0.06873426,1.117346,4.168743,-0.5754786,0.436163,0.3206762,-0.6129872,0.08371845,1.09918,4.033131,-0.008562194,0.05747651,0.1906764,0.9799315,0.1837202,0.8517275,4.03176,-0.447468,-0.03655134,-0.2296398,0.8635403,0.05754638,0.706521,4.253953,-0.4542557,-0.1275466,-0.3909258,0.7902915,0.04277933,1.205912,4.227518,-0.5754898,-0.09298734,0.7584534,-0.2913992,-0.01590449,1.292794,4.206747,-0.5440314,-0.01200664,0.784143,-0.2983381,0.08538005,1.146319,4.308795,-0.3929444,-0.3272357,0.739044,0.4385497,0.1392037,1.201538,4.422808,0.3066611,-0.8514429,0.4025687,0.1376318,0.3081559,1.071346,4.583245,-0.1040471,-0.9908164,0.07686516,0.03935612,0.2493383,0.7872871,4.630416,-0.1385806,-0.9891326,0.03480177,-0.03466069
4450.073,0,0,0,6.657903E-08,0,0,1,0.2582515,0.7110684,4.299338,-0.06378864,-0.6841093,0.0514596,0.7247602,0.2533899,0.6976608,4.217744,0.01218635,0.05282772,0.447195,-0.8927919,-0.09992826,0.4327199,4.206485,0.04927612,0.02365887,-0.4239251,-0.9040464,0.238486,0.151189,4.254181,0.3850064,0.582406,-0.2631766,0.6658165,0.1675431,0.02299586,4.228059,0.5308394,0.5015544,-0.3777089,0.5692001,0.09653917,-0.001115942,4.210062,0.5308394,0.5015544,-0.3777089,0.5692001,0.263113,0.724476,4.380931,-0.2207101,-0.9411658,0.2420924,0.08297767,0.09733118,0.3775349,4.598423,0.4011728,-0.8762684,0.1361983,0.2294868,0.4365063,0.09397093,4.623132,0.3499483,0.6063514,-0.5678535,0.4329166,0.3214321,0.015968,4.676256,0.3638338,0.5875748,-0.587262,0.4213129,0.2521633,-0.0002877422,4.705996,0.3638338,0.5875748,-0.587262,0.4213129,0.2996543,0.7957686,4.282952,-0.6677158,-0.01684883,0.7328451,-0.1296521,0.2831517,0.8707622,4.271426,-0.642285,-0.09833218,0.7313564,-0.2071679,0.2498141,0.940244,4.26193,-0.6086993,-0.1777054,0.7203049,-0.2811883,0.1683366,1.042344,4.250614,-0.6086993,-0.1777054,0.7203049,-0.2811883,0.06681986,1.116093,4.173144,-0.5858531,0.4407837,0.3165418,-0.6019032,0.08545835,1.100518,4.037663,0.006001132,0.04202671,0.2144106,0.9758207,0.1970074,0.8581784,4.029727,-0.4257656,-0.05841036,-0.2161037,0.8767048,0.07102792,0.698286,4.241713,-0.4267399,-0.1468529,-0.3853939,0.8048596,0.03955552,1.203722,4.232726,-0.5857848,-0.09590531,0.7505807,-0.2903229,-0.01903531,1.29062,4.21176,-0.5580571,-0.01331722,0.7746892,-0.2970719,0.08133876,1.143269,4.313792,-0.3941058,-0.3422328,0.7326496,0.4367864,0.1323031,1.196149,4.430202,0.3035694,-0.8580132,0.3980956,0.1148003,0.2957345,1.063038,4.593929,-0.1097877,-0.9915836,0.06487887,0.02235097,0.2325983,0.7787026,4.633185,-0.1402268,-0.9886408,0.01163592,-0.05282765
4460.083,0,0,0,6.657903E-08,0,0,1,0.2561963,0.7098962,4.301351,-0.06019972,-0.6867094,0.04819677,0.7228301,0.2518714,0.6972766,4.219602,0.009310562,0.0640794,0.4478183,-0.8917769,-0.1014952,0.4327739,4.201584,0.05634541,0.03285694,-0.4232142,-0.9036788,0.2356196,0.1513678,4.258356,0.3920228,0.5706176,-0.2531507,0.6757429,0.1659273,0.02328191,4.228595,0.5387838,0.4926314,-0.363461,0.5787252,0.0958657,-0.001124704,4.20756,0.5387838,0.4926314,-0.363461,0.5787252,0.2605213,0.7225159,4.3831,-0.2199709,-0.9418338,0.2410911,0.08023153,0.09456597,0.3748595,4.599313,0.4055634,-0.8748927,0.1364019,0.2268828,0.4363767,0.09448139,4.624059,0.3516341,0.6062549,-0.564905,0.4355353,0.3211893,0.01592252,4.676108,0.3666463,0.5861338,-0.5857565,0.4229743,0.2516791,-0.0002910204,4.705302,0.3666463,0.5861338,-0.5857565,0.4229743,0.2976412,0.7947793,4.286055,-0.6717488,-0.02076198,0.7294789,-0.1272126,0.2810639,0.8698475,4.275136,-0.6476337,-0.1025294,0.7264926,-0.2055892,0.2475571,0.9392994,4.266026,-0.615207,-0.1821072,0.713937,-0.2804488,0.1656743,1.041093,4.254876,-0.615207,-0.1821072,0.713937,-0.2804488,0.06486425,1.115302,4.176925,-0.5951985,0.4457481,0.3129526,-0.5908538,0.08699675,1.102144,4.041714,0.02032409,0.02631275,0.2385495,0.9705611,0.2102989,0.8658421,4.027834,-0.4031654,-0.07991128,-0.2012832,0.8891327,0.08616692,0.6913021,4.229084,-0.3976968,-0.1671843,-0.3804098,0.8180313,0.03625239,1.201987,4.237252,-0.5957244,-0.09849068,0.7427123,-0.2894665,-0.02224714,1.288884,4.216027,-0.571309,-0.01405858,0.7653374,-0.2960871,0.0772092,1.140698,4.318113,-0.3954045,-0.3559629,0.7261955,0.435415,0.1255065,1.191269,4.436666,0.2990264,-0.8641579,0.3939677,0.09275768,0.2829494,1.054951,4.603591,-0.1187831,-0.9915525,0.05201951,0.002966442,0.213811,0.77094,4.634116,-0.1449531,-0.9865999,-0.01725073,-0.07288282
4470.093,0,0,0,6.657903E-08,0,0,1,0.2540146,0.7092465,4.302953,-0.05545452,-0.689892,0.04588827,0.720325,0.2503795,0.6974329,4.22105,0.006182328,0.07535225,0.4485382,-0.8905602,-0.1029565,0.4334575,4.196053,0.06327029,0.04228008,-0.4219597,-0.9034154,0.2323408,0.1518429,4.261838,0.396392,0.5598248,-0.2445967,0.6853046,0.1640983,0.02363751,4.229356,0.5441873,0.4843586,-0.3516435,0.587881,0.0949726,-0.001148307,4.205817,0.5441873,0.4843586,-0.3516435,0.587881,0.2576498,0.7210601,4.384856,-0.218719,-0.942464,0.2404375,0.07818921,0.09213428,0.3726404,4.600175,0.4093458,-0.8736243,0.1367388,0.2247646,0.4362235,0.09507356,4.625037,0.3535999,0.6070601,-0.5609619,0.4379121,0.3210069,0.01572439,4.675807,0.3705537,0.5845212,-0.5844112,0.4236611,0.2512117,-0.0002950734,4.704422,0.3705537,0.5845212,-0.5844112,0.4236611,0.2952515,0.7944344,4.288835,-0.6762403,-0.02545187,0.7254752,-0.1254473,0.2784453,0.8695382,4.278528,-0.6533759,-0.1071021,0.7210069,-0.2043969,0.2446917,0.9389172,4.269781,-0.622097,-0.1864991,0.707041,-0.279833,0.1623847,1.040377,4.258709,-0.622097,-0.1864991,0.707041,-0.279833,0.06236008,1.115044,4.180186,-0.6037456,0.450419,0.3101344,-0.5800266,0.08770041,1.104223,4.045331,0.03526581,0.009356898,0.2627709,0.9641683,0.2227639,0.8748463,4.025869,-0.3799368,-0.1008946,-0.1851184,0.9006662,0.1022301,0.6859428,4.21603,-0.3671163,-0.1876374,-0.3748355,0.8303714,0.03229241,1.200742,4.24121,-0.6055259,-0.1008126,0.7347327,-0.2886921,-0.02609867,1.287636,4.219676,-0.5838308,-0.01427312,0.756207,-0.2951083,0.07234943,1.13861,4.321877,-0.3968258,-0.3686532,0.7197679,0.4342333,0.1181165,1.186931,4.442356,0.2923713,-0.8700594,0.3903168,0.0718937,0.2688829,1.046985,4.612412,-0.1309634,-0.9905012,0.03793573,-0.01781227,0.1922386,0.7640169,4.633127,-0.1543462,-0.9823235,-0.04965378,-0.09355509
4479.98,0,0,0,6.657903E-08,0,0,1,0.251688,0.7088045,4.304354,-0.05332264,-0.692987,0.04487105,0.7175739,0.2487466,0.6973491,4.222373,0.002640225,0.08671629,0.449718,-0.8889472,-0.1046676,0.4342825,4.189991,0.07005169,0.05203214,-0.4207721,-0.9029598,0.2286658,0.1525796,4.264765,0.3979405,0.5503179,-0.2376296,0.6944969,0.1620239,0.02398494,4.230545,0.5474656,0.4766793,-0.3427732,0.5962926,0.09373276,-0.001183295,4.205056,0.5474656,0.4766793,-0.3427732,0.5962926,0.2546294,0.72026,4.386336,-0.2169921,-0.942992,0.2401799,0.07742114,0.0902698,0.3710662,4.601286,0.4121902,-0.8725686,0.13695,0.2235352,0.436065,0.09562019,4.626067,0.3530482,0.606171,-0.5596297,0.4412805,0.3209827,0.01581034,4.676418,0.3706995,0.5829145,-0.5838133,0.4265614,0.2510756,-0.0002950734,4.70471,0.3706995,0.5829145,-0.5838133,0.4265614,0.2928607,0.7941391,4.290953,-0.6809213,-0.02834255,0.7211205,-0.1246112,0.2759088,0.8692513,4.28095,-0.6595315,-0.1107285,0.7150127,-0.2037507,0.2419434,0.9385485,4.272376,-0.6295673,-0.1907866,0.6994328,-0.2793555,0.159209,1.039654,4.26125,-0.6295673,-0.1907866,0.6994328,-0.2793555,0.06010187,1.11479,4.182013,-0.6119173,0.4543323,0.3081457,-0.5693732,0.08833586,1.106365,4.047563,0.05187506,-0.009242196,0.2863719,0.9566689,0.2348317,0.8846787,4.022485,-0.3565206,-0.1212299,-0.1679831,0.9110318,0.1194731,0.6820822,4.20143,-0.3358231,-0.2074902,-0.3668905,0.8423557,0.02844135,1.19946,4.243663,-0.6153849,-0.1028296,0.7264796,-0.288019,-0.02981365,1.286349,4.221745,-0.5958217,-0.0139735,0.7471741,-0.294164,0.06747557,1.136467,4.324164,-0.3983469,-0.3806808,0.7134202,0.4329363,0.110756,1.182618,4.446402,0.283117,-0.8759207,0.3871036,0.05252365,0.2539842,1.038495,4.619459,-0.1458742,-0.9882922,0.02218656,-0.03882383,0.168739,0.7573969,4.629018,-0.1677615,-0.9757521,-0.08296335,-0.1134952
4489.99,0,0,0,6.657903E-08,0,0,1,0.2491253,0.7083402,4.305775,-0.05219259,-0.6984935,0.04630007,0.7122072,0.2474748,0.6968381,4.223763,0.001319296,-0.09820199,-0.4517849,0.8867047,-0.1063508,0.4354131,4.183531,0.07674089,0.06211158,-0.419291,-0.9024679,0.2246375,0.1534756,4.267298,0.3969089,0.5418687,-0.2325305,0.7034,0.1596022,0.02426443,4.232318,0.5490245,0.4692902,-0.3371322,0.6038883,0.09198129,-0.001225018,4.205401,0.5490245,0.4692902,-0.3371322,0.6038883,0.2507758,0.7198423,4.387786,-0.2142267,-0.9435943,0.2402661,0.07751806,0.08863273,0.3696314,4.602766,0.4147387,-0.8714231,0.1371359,0.223176,0.4359683,0.09609721,4.627178,0.3544286,0.6069404,-0.5565436,0.4430161,0.3209126,0.01565126,4.676568,0.3736632,0.5817496,-0.582823,0.4269204,0.250799,-0.000297994,4.704435,0.3736632,0.5817496,-0.582823,0.4269204,0.2900955,0.7938615,4.292955,-0.6873993,-0.03044304,0.7147153,-0.1254486,0.2729219,0.8689219,4.282943,-0.6668801,-0.1137863,0.7076139,-0.2039757,0.2387228,0.9380984,4.274322,-0.6376555,-0.1947437,0.6911232,-0.2789606,0.1556024,1.038862,4.262971,-0.6376555,-0.1947437,0.6911232,-0.2789606,0.05759101,1.114501,4.182855,-0.6240715,0.4595072,0.3061324,-0.5528751,0.08994007,1.109871,4.04915,0.07065336,-0.02922054,0.3085952,0.9481157,0.2472218,0.8964708,4.018205,-0.3334696,-0.1410231,-0.1502963,0.9199576,0.1383087,0.6812168,4.186068,-0.3054999,-0.2265572,-0.3553652,0.8538487,0.02422455,1.198126,4.245028,-0.6253795,-0.1044617,0.7178541,-0.2875305,-0.03386232,1.285003,4.22262,-0.607419,-0.01323026,0.73806,-0.293487,0.06207657,1.13426,4.325406,-0.400003,-0.3924283,0.7071501,0.4312036,0.1028053,1.178323,4.449279,0.2713171,-0.8819066,0.3839612,0.03466649,0.2376353,1.029414,4.625011,-0.1629221,-0.9848679,0.004504496,-0.05892216,0.1431651,0.7511329,4.621976,-0.1838536,-0.967246,-0.1153097,-0.1316701
4500.122,0,0,0,6.657903E-08,0,0,1,0.2462826,0.7077374,4.307165,-0.05147837,-0.7044513,0.04914011,0.7061753,0.2460617,0.6959813,4.225173,0.005644104,-0.109707,-0.4541532,0.8841253,-0.1081517,0.4364785,4.176744,0.08329721,0.07241976,-0.4178778,-0.9017732,0.2203444,0.1544204,4.269439,0.3933911,0.5341311,-0.2299343,0.7120939,0.1567267,0.02442405,4.234763,0.5489594,0.4618088,-0.3353274,0.6106814,0.08954488,-0.001269424,4.206955,0.5489594,0.4618088,-0.3353274,0.6106814,0.2465035,0.7194937,4.389156,-0.2107206,-0.9443735,0.2403758,0.07729764,0.08709909,0.368013,4.604112,0.4172314,-0.8702812,0.1376712,0.2226549,0.435977,0.09644655,4.628498,0.357146,0.6076176,-0.5531948,0.4440981,0.3207323,0.01552972,4.676663,0.3775323,0.5810706,-0.5810167,0.4269025,0.2503861,-0.0003023451,4.704005,0.3775323,0.5810706,-0.5810167,0.4269025,0.2869286,0.7934746,4.294762,-0.6943438,-0.03207836,0.7075902,-0.1271752,0.2694948,0.8684514,4.284574,-0.6747655,-0.1163306,0.6995119,-0.2045528,0.2350838,0.9375002,4.275776,-0.6463981,-0.198163,0.6821958,-0.278406,0.1516896,1.037992,4.264035,-0.6463981,-0.198163,0.6821958,-0.278406,0.05500688,1.11424,4.182888,-0.6322063,0.4634577,0.3046588,-0.5410224,0.09029076,1.112176,4.049862,0.09117992,-0.04973631,0.3291405,0.9385518,0.2576088,0.9075428,4.01292,-0.3111421,-0.1605276,-0.1323276,0.9273139,0.1561238,0.680844,4.170027,-0.2776453,-0.2448241,-0.3406742,0.8642428,0.01987907,1.196828,4.245477,-0.6355091,-0.1056929,0.7088728,-0.2871528,-0.03799202,1.283696,4.222483,-0.6186097,-0.0122231,0.7288454,-0.2931838,0.0563488,1.132046,4.32576,-0.4019303,-0.4042634,0.7008392,0.4287749,0.09434213,1.174088,4.451195,0.2577363,-0.888038,0.3803161,0.01790161,0.2201514,1.019857,4.629014,-0.181579,-0.9802245,-0.01506333,-0.0772184,0.1162162,0.7454755,4.612093,-0.2019901,-0.9571534,-0.1459808,-0.1474707
4510.132,0,0,0,6.657903E-08,0,0,1,0.2426012,0.7078921,4.309451,-0.0510608,-0.7116096,0.05199047,0.6987858,0.2441073,0.6958542,4.227514,0.01099972,-0.1207457,-0.4553862,0.8819994,-0.1095875,0.4374211,4.170361,0.0887847,0.08334953,-0.4162673,-0.9010503,0.2161599,0.1550091,4.27131,0.3870018,0.5268543,-0.2308479,0.7206687,0.1535678,0.02409348,4.238265,0.5484298,0.4529493,-0.3395419,0.6154454,0.08638628,-0.001287425,4.21017,0.5484298,0.4529493,-0.3395419,0.6154454,0.2410952,0.7199299,4.391388,-0.2054802,-0.945725,0.2398015,0.07666476,0.08564457,0.3662786,4.605678,0.4197873,-0.8691118,0.1380576,0.222179,0.436074,0.09670184,4.629892,0.3609407,0.6078154,-0.5497974,0.4449778,0.3204338,0.0155038,4.676615,0.3818698,0.5807437,-0.5783189,0.4271531,0.2498382,-0.0003077094,4.703319,0.3818698,0.5807437,-0.5783189,0.4271531,0.2829707,0.7938331,4.297567,-0.7022783,-0.03330414,0.6993668,-0.1287721,0.2653527,0.868734,4.28714,-0.6834355,-0.118355,0.6906083,-0.2048618,0.2308198,0.9376894,4.27809,-0.6557313,-0.2009664,0.6727899,-0.277458,0.1473126,1.038026,4.265837,-0.6557313,-0.2009664,0.6727899,-0.277458,0.0522093,1.115045,4.183559,-0.6406733,0.4673416,0.3026848,-0.5286885,0.09058014,1.115617,4.051376,0.1125515,-0.06961413,0.3482769,0.928003,0.2672861,0.9202284,4.008564,-0.2894581,-0.1795795,-0.114377,0.9332113,0.1739934,0.6832713,4.155268,-0.2524705,-0.2617852,-0.3246394,0.8731189,0.01532316,1.196617,4.246469,-0.6457162,-0.1065966,0.6996049,-0.2867765,-0.04227802,1.28349,4.222826,-0.6293656,-0.01118077,0.7195555,-0.2932813,0.05020334,1.130852,4.326659,-0.4043922,-0.4165989,0.6941231,0.4255649,0.08514342,1.170861,4.453637,0.2437164,-0.8941063,0.375731,0.001652463,0.2017935,1.011027,4.632747,-0.2014004,-0.9743881,-0.03611488,-0.09328364,0.08842523,0.7417404,4.601019,-0.2216394,-0.9456576,-0.1754119,-0.1607451
